1763299594.204636000	10.10.4.206	mjswcy3pny3t.darkc2.io
1763299594.204666000	10.10.1.25	mjswcy3pny2t.evilserver.org
1763299594.204696000	10.0.16.160	normal256.example.com
1763299594.204756000	10.0.3.67	normal403.example.com
1763299594.204786000	10.10.1.193	mjswcy3pny2d.c2bad.net
1763299594.204906000	10.0.8.206	normal308.example.com
1763299594.205026000	10.10.1.231	mjswcy3pnyzt.evilserver.org
1763299594.205056000	10.10.5.167	mjswcy3pny2d.darkc2.io
1763299594.205086000	10.0.5.201	normal445.example.com
1763299594.205116000	10.10.6.122	mjswcy3pny2d.evilserver.org
1763299594.205176000	10.0.3.65	normal343.example.com
1763299594.205236000	10.10.5.83	mjswcy3pny2t.c2bad.net
1763299594.205296000	10.10.3.75	mjswcy3pnyzd.c2bad.net
1763299594.205536000	10.0.17.253	normal397.example.com
1763299594.205596000	10.0.4.132	normal284.example.com
1763299594.205656000	10.10.3.87	mjswcy3pny3t.evilserver.org
1763299594.205686000	10.10.2.50	mjswcy3pny2t.evilserver.org
1763299594.205746000	10.0.4.246	normal104.example.com
1763299594.205776000	10.10.0.28	mjswcy3pny2d.evilserver.org
1763299594.205896000	10.10.2.158	mjswcy3pny2t.darkc2.io
1763299594.205956000	10.10.8.132	mjswcy3pnyyt.darkc2.io
1763299594.205986000	10.10.9.29	mjswcy3pnyzt.darkc2.io
1763299594.206046000	10.10.6.42	mjswcy3pny3t.evilserver.org
1763299594.206106000	10.10.2.218	mjswcy3pny3d.evilserver.org
1763299594.206226000	10.0.4.46	normal364.example.com
1763299594.206286000	10.10.8.106	mjswcy3pnyzt.c2bad.net
1763299594.206316000	10.0.18.146	normal358.example.com
1763299594.206406000	10.10.0.220	mjswcy3pny3t.darkc2.io
1763299594.206466000	10.0.12.170	normal472.example.com
1763299594.206496000	10.10.9.47	mjswcy3pny4d.darkc2.io
1763299594.206586000	10.10.3.55	mjswcy3pny3t.c2bad.net
1763299594.206706000	10.10.2.0	mjswcy3pny3d.evilserver.org
1763299594.206796000	10.10.5.203	mjswcy3pnyzt.evilserver.org
1763299594.206886000	10.10.9.129	mjswcy3pny2d.evilserver.org
1763299594.206976000	10.0.12.34	normal332.example.com
1763299594.207036000	10.0.16.182	normal16.example.com
1763299594.207186000	10.10.5.39	mjswcy3pny4d.darkc2.io
1763299594.207426000	10.10.3.131	mjswcy3pnyzt.darkc2.io
1763299594.207516000	10.0.16.150	normal96.example.com
1763299594.207726000	10.10.2.166	mjswcy3pnyyt.evilserver.org
1763299594.207756000	10.0.18.204	normal158.example.com
1763299594.207936000	10.0.9.103	normal429.example.com
1763299594.208206000	10.0.13.23	normal113.example.com
1763299594.208236000	10.10.6.172	mjswcy3pny4d.c2bad.net
1763299594.208296000	10.10.7.207	mjswcy3pny2d.evilserver.org
1763299594.208386000	10.0.4.60	normal84.example.com
1763299594.208566000	10.0.15.101	normal295.example.com
1763299594.208686000	10.0.11.67	normal91.example.com
1763299594.208716000	10.10.1.43	mjswcy3pny4t.darkc2.io
1763299594.208746000	10.10.4.146	mjswcy3pny3d.c2bad.net
1763299594.208866000	10.10.9.233	mjswcy3pny3t.c2bad.net
1763299594.208926000	10.10.9.209	mjswcy3pny3t.c2bad.net
1763299594.209016000	10.0.14.32	normal34.example.com
1763299594.209136000	10.10.9.3	mjswcy3pny3t.c2bad.net
1763299594.209256000	10.0.7.193	normal447.example.com
1763299594.209286000	10.0.10.16	normal130.example.com
1763299594.209376000	10.0.3.209	normal343.example.com
1763299594.209616000	10.10.7.125	mjswcy3pny4t.evilserver.org
1763299594.209796000	10.10.8.98	mjswcy3pny4t.darkc2.io
1763299594.210006000	10.10.2.156	mjswcy3pny2d.c2bad.net
1763299594.210066000	10.10.7.137	mjswcy3pny2d.darkc2.io
1763299594.210126000	10.10.2.144	mjswcy3pny4d.c2bad.net
1763299594.210336000	10.10.1.201	mjswcy3pnyzd.evilserver.org
1763299594.210456000	10.10.4.114	mjswcy3pnyzd.c2bad.net
1763299594.210576000	10.10.4.26	mjswcy3pny4t.evilserver.org
1763299594.210666000	10.0.4.162	normal264.example.com
1763299594.210726000	10.10.1.225	mjswcy3pny2d.c2bad.net
1763299594.210756000	10.10.3.41	mjswcy3pny3t.evilserver.org
1763299594.210846000	10.10.7.61	mjswcy3pnyyt.darkc2.io
1763299594.210876000	10.10.3.187	mjswcy3pnyyt.evilserver.org
1763299594.210936000	10.0.13.45	normal93.example.com
1763299594.211086000	10.0.6.110	normal286.example.com
1763299594.211146000	10.0.4.184	normal224.example.com
1763299594.211176000	10.0.18.218	normal78.example.com
1763299594.211386000	10.10.9.121	mjswcy3pny2t.c2bad.net
1763299594.211836000	10.0.9.3	normal29.example.com
1763299594.211866000	10.0.0.54	normal200.example.com
1763299594.211896000	10.0.17.171	normal497.example.com
1763299594.212076000	10.10.7.93	mjswcy3pny2t.darkc2.io
1763299594.212136000	10.0.18.198	normal278.example.com
1763299594.212316000	10.0.19.117	normal259.example.com
1763299594.212406000	10.0.13.205	normal93.example.com
1763299594.212556000	10.10.9.175	mjswcy3pnyyt.darkc2.io
1763299594.212736000	10.10.0.2	mjswcy3pny3d.c2bad.net
1763299594.212826000	10.0.15.235	normal355.example.com
1763299594.212886000	10.10.1.25	mjswcy3pny2d.c2bad.net
1763299594.212946000	10.10.0.206	mjswcy3pny4d.darkc2.io
1763299594.212976000	10.0.17.69	normal17.example.com
1763299594.213096000	10.0.14.24	normal274.example.com
1763299594.213126000	10.10.1.89	mjswcy3pny3d.c2bad.net
1763299594.213216000	10.0.10.42	normal490.example.com
1763299594.213246000	10.10.2.240	mjswcy3pny2d.evilserver.org
1763299594.213426000	10.10.4.136	mjswcy3pny4t.darkc2.io
1763299594.213546000	10.10.5.221	mjswcy3pny4d.evilserver.org
1763299594.213576000	10.10.8.80	mjswcy3pny4t.evilserver.org
1763299594.213696000	10.0.6.80	normal106.example.com
1763299594.213816000	10.0.1.125	normal201.example.com
1763299594.213876000	10.10.0.60	mjswcy3pny2t.darkc2.io
1763299594.213906000	10.10.5.5	mjswcy3pnyzt.evilserver.org
1763299594.213996000	10.10.5.235	mjswcy3pny2t.evilserver.org
1763299594.214056000	10.0.0.176	normal120.example.com
1763299594.214206000	10.10.7.65	mjswcy3pny2t.evilserver.org
1763299594.214266000	10.0.7.25	normal367.example.com
1763299594.214506000	10.0.9.201	normal449.example.com
1763299594.214536000	10.10.8.120	mjswcy3pny2t.evilserver.org
1763299594.214596000	10.0.19.181	normal79.example.com
1763299594.214626000	10.10.9.243	mjswcy3pny4t.darkc2.io
1763299594.214716000	10.0.16.98	normal56.example.com
1763299594.214776000	10.10.5.33	mjswcy3pny3t.c2bad.net
1763299594.214806000	10.10.3.99	mjswcy3pny4t.c2bad.net
1763299594.214896000	10.0.12.240	normal312.example.com
1763299594.215256000	10.0.19.55	normal499.example.com
1763299594.215436000	10.0.4.86	normal484.example.com
1763299594.215466000	10.10.9.65	mjswcy3pny4d.darkc2.io
1763299594.215556000	10.10.9.53	mjswcy3pny3t.c2bad.net
1763299594.215676000	10.10.4.148	mjswcy3pny3d.c2bad.net
1763299594.215736000	10.10.0.108	mjswcy3pnyyt.c2bad.net
1763299594.215886000	10.10.4.214	mjswcy3pnyzt.evilserver.org
1763299594.215976000	10.0.3.33	normal303.example.com
1763299594.216036000	10.0.13.249	normal53.example.com
1763299594.216066000	10.10.2.130	mjswcy3pnyyt.darkc2.io
1763299594.216336000	10.10.3.51	mjswcy3pny3d.darkc2.io
1763299594.216516000	10.0.4.70	normal364.example.com
1763299594.216576000	10.10.5.163	mjswcy3pnyyt.evilserver.org
1763299594.216666000	10.10.6.16	mjswcy3pnyyt.darkc2.io
1763299594.216816000	10.10.0.248	mjswcy3pny3t.darkc2.io
1763299594.216906000	10.10.2.226	mjswcy3pnyzd.c2bad.net
1763299594.217116000	10.10.2.94	mjswcy3pny2t.evilserver.org
1763299594.217146000	10.0.11.151	normal71.example.com
1763299594.217176000	10.10.3.11	mjswcy3pny2t.evilserver.org
1763299594.217386000	10.10.9.169	mjswcy3pnyzt.evilserver.org
1763299594.217506000	10.10.6.162	mjswcy3pny3d.c2bad.net
1763299594.217566000	10.10.0.174	mjswcy3pny2t.evilserver.org
1763299594.217776000	10.10.0.156	mjswcy3pny4d.c2bad.net
1763299594.218076000	10.0.0.150	normal340.example.com
1763299594.218166000	10.10.8.144	mjswcy3pny4d.darkc2.io
1763299594.218226000	10.10.1.11	mjswcy3pnyyt.darkc2.io
1763299594.218286000	10.0.15.1	normal275.example.com
1763299594.218316000	10.10.2.42	mjswcy3pnyzt.c2bad.net
1763299594.218346000	10.10.4.212	mjswcy3pny4t.darkc2.io
1763299594.218436000	10.10.7.85	mjswcy3pny4d.c2bad.net
1763299594.218466000	10.0.9.199	normal489.example.com
1763299594.218616000	10.0.1.29	normal181.example.com
1763299594.218646000	10.0.8.84	normal128.example.com
1763299594.218796000	10.10.0.172	mjswcy3pnyyt.evilserver.org
1763299594.218856000	10.0.5.53	normal385.example.com
1763299594.218916000	10.10.1.95	mjswcy3pnyyt.evilserver.org
1763299594.219066000	10.10.4.242	mjswcy3pny3d.darkc2.io
1763299594.219186000	10.10.6.20	mjswcy3pny4d.darkc2.io
1763299594.219246000	10.0.18.66	normal318.example.com
1763299594.219306000	10.10.8.114	mjswcy3pny2t.darkc2.io
1763299594.219336000	10.0.15.49	normal315.example.com
1763299594.219366000	10.0.8.184	normal228.example.com
1763299594.219576000	10.0.5.143	normal85.example.com
1763299594.219606000	10.10.2.162	mjswcy3pny2d.c2bad.net
1763299594.219636000	10.0.6.242	normal186.example.com
1763299594.219666000	10.10.0.22	mjswcy3pny3t.darkc2.io
1763299594.219726000	10.10.6.86	mjswcy3pny3d.darkc2.io
1763299594.219786000	10.0.12.188	normal432.example.com
1763299594.219816000	10.10.9.165	mjswcy3pny4t.darkc2.io
1763299594.219846000	10.0.17.251	normal397.example.com
1763299594.219966000	10.0.10.252	normal30.example.com
1763299594.220236000	10.10.6.172	mjswcy3pny3d.c2bad.net
1763299594.220326000	10.10.6.66	mjswcy3pny4d.evilserver.org
1763299594.220476000	10.10.2.240	mjswcy3pny3t.c2bad.net
1763299594.220656000	10.0.18.6	normal118.example.com
1763299594.220686000	10.10.2.208	mjswcy3pny2d.darkc2.io
1763299594.220776000	10.10.1.173	mjswcy3pnyyt.evilserver.org
1763299594.220896000	10.10.2.244	mjswcy3pnyzd.darkc2.io
1763299594.220986000	10.10.7.229	mjswcy3pnyyt.evilserver.org
1763299594.221016000	10.10.1.97	mjswcy3pnyyt.darkc2.io
1763299594.221076000	10.0.1.235	normal121.example.com
1763299594.221106000	10.10.8.74	mjswcy3pnyyt.evilserver.org
1763299594.221166000	10.0.9.145	normal349.example.com
1763299594.221226000	10.10.8.0	mjswcy3pny4t.darkc2.io
1763299594.221256000	10.0.8.190	normal148.example.com
1763299594.221316000	10.0.0.218	normal480.example.com
1763299594.221436000	10.0.7.253	normal247.example.com
1763299594.221466000	10.10.5.193	mjswcy3pny4d.evilserver.org
1763299594.221496000	10.0.8.182	normal48.example.com
1763299594.221526000	10.10.0.118	mjswcy3pny4t.evilserver.org
1763299594.221646000	10.10.7.107	mjswcy3pny4d.c2bad.net
1763299594.221676000	10.10.9.185	mjswcy3pnyzd.evilserver.org
1763299594.221856000	10.0.17.97	normal177.example.com
1763299594.221916000	10.10.5.195	mjswcy3pnyyt.evilserver.org
1763299594.221946000	10.10.8.180	mjswcy3pnyyt.c2bad.net
1763299594.222006000	10.10.2.72	mjswcy3pny2t.darkc2.io
1763299594.222066000	10.10.9.185	mjswcy3pnyyt.evilserver.org
1763299594.222096000	10.0.18.126	normal238.example.com
1763299594.222246000	10.10.4.160	mjswcy3pnyzd.darkc2.io
1763299594.222306000	10.10.7.29	mjswcy3pny3d.darkc2.io
1763299594.222336000	10.10.7.195	mjswcy3pny4t.darkc2.io
1763299594.222396000	10.10.6.26	mjswcy3pnyzd.evilserver.org
1763299594.222546000	10.10.2.84	mjswcy3pny2d.darkc2.io
1763299594.222966000	10.10.2.100	mjswcy3pny3t.c2bad.net
1763299594.222996000	10.10.1.209	mjswcy3pnyyt.evilserver.org
1763299594.223026000	10.10.7.111	mjswcy3pny2t.c2bad.net
1763299594.223056000	10.10.8.124	mjswcy3pny4t.c2bad.net
1763299594.223086000	10.10.9.33	mjswcy3pny3t.c2bad.net
1763299594.223146000	10.10.6.2	mjswcy3pny2d.darkc2.io
1763299594.223176000	10.10.1.141	mjswcy3pny4t.c2bad.net
1763299594.223206000	10.10.6.12	mjswcy3pnyyt.c2bad.net
1763299594.223236000	10.10.8.186	mjswcy3pny3d.evilserver.org
1763299594.223326000	10.10.5.33	mjswcy3pnyzd.evilserver.org
1763299594.223446000	10.0.0.164	normal300.example.com
1763299594.223536000	10.0.5.119	normal445.example.com
1763299594.223566000	10.0.8.156	normal288.example.com
1763299594.223596000	10.0.8.88	normal328.example.com
1763299594.223656000	10.0.9.177	normal229.example.com
1763299594.223836000	10.0.7.167	normal407.example.com
1763299594.223866000	10.10.7.89	mjswcy3pny4d.c2bad.net
1763299594.223926000	10.10.3.17	mjswcy3pny3t.c2bad.net
1763299594.223956000	10.10.0.228	mjswcy3pny4t.darkc2.io
1763299594.223986000	10.10.0.130	mjswcy3pnyzt.c2bad.net
1763299594.224016000	10.0.8.214	normal468.example.com
1763299594.224136000	10.10.5.107	mjswcy3pny4d.c2bad.net
1763299594.224496000	10.10.2.20	mjswcy3pny2d.evilserver.org
1763299594.224556000	10.0.15.25	normal255.example.com
1763299594.224706000	10.10.1.37	mjswcy3pnyzd.darkc2.io
1763299594.224856000	10.10.5.147	mjswcy3pny2t.c2bad.net
1763299594.225306000	10.0.0.200	normal400.example.com
1763299594.225366000	10.0.1.103	normal301.example.com
1763299594.225396000	10.0.8.28	normal248.example.com
1763299594.225456000	10.0.4.14	normal284.example.com
1763299594.225516000	10.0.4.170	normal124.example.com
1763299594.225606000	10.0.10.140	normal410.example.com
1763299594.225696000	10.0.12.214	normal52.example.com
1763299594.225816000	10.10.8.78	mjswcy3pnyyt.evilserver.org
1763299594.225846000	10.0.12.68	normal172.example.com
1763299594.225936000	10.0.0.82	normal480.example.com
1763299594.225996000	10.0.1.201	normal101.example.com
1763299594.226026000	10.0.17.23	normal377.example.com
1763299594.226236000	10.10.2.50	mjswcy3pny2d.darkc2.io
1763299594.226266000	10.0.19.75	normal219.example.com
1763299594.226296000	10.0.1.171	normal161.example.com
1763299594.226446000	10.10.3.57	mjswcy3pny3t.evilserver.org
1763299594.226506000	10.10.8.244	mjswcy3pny2t.darkc2.io
1763299594.226626000	10.0.12.236	normal12.example.com
1763299594.226776000	10.10.6.206	mjswcy3pny2d.evilserver.org
1763299594.226836000	10.10.8.206	mjswcy3pnyzt.evilserver.org
1763299594.226866000	10.10.2.242	mjswcy3pny2d.c2bad.net
1763299594.226926000	10.10.0.4	mjswcy3pny2t.c2bad.net
1763299594.227046000	10.0.15.83	normal135.example.com
1763299594.227076000	10.10.4.230	mjswcy3pnyyt.evilserver.org
1763299594.227106000	10.0.2.152	normal462.example.com
1763299594.227346000	10.0.17.73	normal257.example.com
1763299594.227376000	10.10.0.234	mjswcy3pny2d.evilserver.org
1763299594.227436000	10.0.16.26	normal336.example.com
1763299594.227466000	10.10.9.253	mjswcy3pnyyt.evilserver.org
1763299594.227736000	10.10.1.199	mjswcy3pny4t.evilserver.org
1763299594.227766000	10.0.19.25	normal39.example.com
1763299594.227826000	10.0.17.121	normal257.example.com
1763299594.227886000	10.0.14.58	normal314.example.com
1763299594.228036000	10.0.7.191	normal247.example.com
1763299594.228156000	10.10.7.225	mjswcy3pnyzt.darkc2.io
1763299594.228216000	10.0.2.32	normal382.example.com
1763299594.228276000	10.0.16.142	normal236.example.com
1763299594.228306000	10.0.15.185	normal275.example.com
1763299594.228366000	10.0.17.181	normal317.example.com
1763299594.228426000	10.0.3.163	normal203.example.com
1763299594.228606000	10.10.6.138	mjswcy3pny4t.darkc2.io
1763299594.228636000	10.10.4.138	mjswcy3pnyzd.darkc2.io
1763299594.228666000	10.10.4.156	mjswcy3pny2d.darkc2.io
1763299594.228696000	10.0.6.8	normal26.example.com
1763299594.228846000	10.0.5.77	normal325.example.com
1763299594.229206000	10.10.1.139	mjswcy3pny2d.c2bad.net
1763299594.229236000	10.10.8.182	mjswcy3pny2d.evilserver.org
1763299594.229326000	10.10.3.61	mjswcy3pnyyt.c2bad.net
1763299594.229416000	10.10.9.175	mjswcy3pny2t.darkc2.io
1763299594.229476000	10.0.0.58	normal460.example.com
1763299594.229506000	10.0.15.129	normal155.example.com
1763299594.229596000	10.10.2.36	mjswcy3pnyzt.c2bad.net
1763299594.229656000	10.0.7.51	normal427.example.com
1763299594.229686000	10.10.2.146	mjswcy3pnyzd.darkc2.io
1763299594.229746000	10.0.10.72	normal350.example.com
1763299594.229896000	10.0.6.242	normal246.example.com
1763299594.230196000	10.10.0.188	mjswcy3pny4d.darkc2.io
1763299594.230286000	10.10.4.132	mjswcy3pnyzd.darkc2.io
1763299594.230466000	10.0.3.187	normal43.example.com
1763299594.230526000	10.10.0.136	mjswcy3pny2t.evilserver.org
1763299594.230556000	10.0.6.132	normal406.example.com
1763299594.230676000	10.0.0.94	normal120.example.com
1763299594.230706000	10.10.7.183	mjswcy3pny2d.darkc2.io
1763299594.230856000	10.10.6.142	mjswcy3pny4d.evilserver.org
1763299594.231036000	10.10.5.169	mjswcy3pnyyt.evilserver.org
1763299594.231066000	10.0.9.163	normal89.example.com
1763299594.231096000	10.10.4.12	mjswcy3pnyzd.c2bad.net
1763299594.231126000	10.10.3.131	mjswcy3pny2t.c2bad.net
1763299594.231186000	10.0.16.58	normal296.example.com
1763299594.231336000	10.0.18.114	normal438.example.com
1763299594.231396000	10.10.1.165	mjswcy3pny3t.evilserver.org
1763299594.231426000	10.0.2.222	normal22.example.com
1763299594.231486000	10.0.9.99	normal489.example.com
1763299594.231516000	10.0.7.111	normal287.example.com
1763299594.231576000	10.10.1.253	mjswcy3pny2d.darkc2.io
1763299594.231636000	10.10.1.65	mjswcy3pnyzd.c2bad.net
1763299594.231696000	10.10.9.107	mjswcy3pny4t.evilserver.org
1763299594.231726000	10.10.4.168	mjswcy3pny4d.darkc2.io
1763299594.231786000	10.10.3.151	mjswcy3pny2d.c2bad.net
1763299594.231816000	10.0.9.13	normal349.example.com
1763299594.231966000	10.10.1.239	mjswcy3pny2d.darkc2.io
1763299594.232056000	10.0.14.126	normal174.example.com
1763299594.232176000	10.0.2.162	normal322.example.com
1763299594.232206000	10.10.8.36	mjswcy3pny2d.c2bad.net
1763299594.232416000	10.10.0.16	mjswcy3pnyyt.evilserver.org
1763299594.232476000	10.0.17.145	normal257.example.com
1763299594.232506000	10.10.6.76	mjswcy3pny4d.c2bad.net
1763299594.232566000	10.0.16.202	normal236.example.com
1763299594.232596000	10.10.6.162	mjswcy3pny3d.c2bad.net
1763299594.232686000	10.10.3.121	mjswcy3pnyyt.evilserver.org
1763299594.232776000	10.0.10.30	normal50.example.com
1763299594.232806000	10.0.2.98	normal162.example.com
1763299594.232836000	10.0.10.116	normal110.example.com
1763299594.232866000	10.0.17.71	normal397.example.com
1763299594.232926000	10.0.8.242	normal228.example.com
1763299594.232956000	10.10.8.102	mjswcy3pny2t.darkc2.io
1763299594.232986000	10.10.6.50	mjswcy3pny4d.c2bad.net
1763299594.233196000	10.0.10.146	normal30.example.com
1763299594.233226000	10.10.0.214	mjswcy3pny3t.evilserver.org
1763299594.233316000	10.0.12.192	normal492.example.com
1763299594.233466000	10.10.3.101	mjswcy3pny4d.darkc2.io
1763299594.233646000	10.10.2.50	mjswcy3pnyyt.darkc2.io
1763299594.233676000	10.10.1.191	mjswcy3pny4d.c2bad.net
1763299594.233856000	10.10.6.234	mjswcy3pny4t.c2bad.net
1763299594.233976000	10.0.15.213	normal455.example.com
1763299594.234006000	10.0.12.212	normal132.example.com
1763299594.234036000	10.10.3.235	mjswcy3pny4t.c2bad.net
1763299594.234216000	10.0.9.229	normal29.example.com
1763299594.234246000	10.0.7.127	normal287.example.com
1763299594.234306000	10.0.17.23	normal77.example.com
1763299594.234366000	10.10.5.79	mjswcy3pny3d.darkc2.io
1763299594.234426000	10.10.9.135	mjswcy3pny2d.c2bad.net
1763299594.234546000	10.10.3.205	mjswcy3pny4t.c2bad.net
1763299594.234606000	10.0.18.242	normal418.example.com
1763299594.234756000	10.0.6.42	normal6.example.com
1763299594.234786000	10.0.17.73	normal337.example.com
1763299594.234816000	10.0.0.130	normal80.example.com
1763299594.234936000	10.0.16.118	normal16.example.com
1763299594.235056000	10.10.2.30	mjswcy3pny2d.evilserver.org
1763299594.235266000	10.10.7.163	mjswcy3pny3d.darkc2.io
1763299594.235446000	10.10.9.185	mjswcy3pnyyt.darkc2.io
1763299594.235536000	10.0.19.97	normal79.example.com
1763299594.235596000	10.10.6.166	mjswcy3pny3d.darkc2.io
1763299594.235626000	10.10.9.61	mjswcy3pny4t.evilserver.org
1763299594.235716000	10.10.1.225	mjswcy3pny2d.evilserver.org
1763299594.235746000	10.10.0.196	mjswcy3pnyzt.evilserver.org
1763299594.235806000	10.0.3.113	normal163.example.com
1763299594.236136000	10.0.8.230	normal488.example.com
1763299594.236166000	10.10.4.56	mjswcy3pnyyt.c2bad.net
1763299594.236256000	10.10.1.107	mjswcy3pnyzt.evilserver.org
1763299594.236436000	10.0.8.128	normal108.example.com
1763299594.236466000	10.0.1.105	normal261.example.com
1763299594.236496000	10.0.2.38	normal442.example.com
1763299594.236586000	10.10.9.159	mjswcy3pny3t.evilserver.org
1763299594.236616000	10.10.6.190	mjswcy3pny4t.evilserver.org
1763299594.237186000	10.10.1.19	mjswcy3pny2t.c2bad.net
1763299594.237246000	10.10.8.142	mjswcy3pny3t.evilserver.org
1763299594.237276000	10.0.9.47	normal289.example.com
1763299594.237366000	10.10.8.140	mjswcy3pny2d.c2bad.net
1763299594.237426000	10.10.5.37	mjswcy3pny2d.darkc2.io
1763299594.237606000	10.10.1.47	mjswcy3pnyzd.darkc2.io
1763299594.237666000	10.10.7.147	mjswcy3pny4d.evilserver.org
1763299594.237756000	10.10.2.52	mjswcy3pnyzd.c2bad.net
1763299594.237906000	10.10.4.12	mjswcy3pny3t.evilserver.org
1763299594.237936000	10.10.0.46	mjswcy3pny2d.c2bad.net
1763299594.237966000	10.10.7.13	mjswcy3pny3t.c2bad.net
1763299594.238026000	10.0.2.34	normal382.example.com
1763299594.238116000	10.0.14.8	normal114.example.com
1763299594.238176000	10.0.11.167	normal311.example.com
1763299594.238326000	10.10.4.92	mjswcy3pny3t.darkc2.io
1763299594.238536000	10.10.0.46	mjswcy3pny4d.c2bad.net
1763299594.238686000	10.10.4.154	mjswcy3pny2t.c2bad.net
1763299594.238716000	10.10.8.228	mjswcy3pny3t.darkc2.io
1763299594.238746000	10.0.0.124	normal200.example.com
1763299594.238776000	10.10.3.43	mjswcy3pny2t.darkc2.io
1763299594.238836000	10.0.10.48	normal350.example.com
1763299594.238866000	10.10.3.227	mjswcy3pnyzt.c2bad.net
1763299594.238926000	10.0.4.194	normal124.example.com
1763299594.239046000	10.0.14.240	normal34.example.com
1763299594.239076000	10.0.14.228	normal14.example.com
1763299594.239106000	10.0.5.157	normal245.example.com
1763299594.239136000	10.10.9.245	mjswcy3pny3t.c2bad.net
1763299594.239166000	10.10.7.151	mjswcy3pny4t.c2bad.net
1763299594.239226000	10.10.6.132	mjswcy3pny2t.c2bad.net
1763299594.239256000	10.0.17.199	normal17.example.com
1763299594.239286000	10.10.2.132	mjswcy3pny2d.c2bad.net
1763299594.239316000	10.0.19.95	normal79.example.com
1763299594.239496000	10.10.3.167	mjswcy3pny3d.c2bad.net
1763299594.239586000	10.10.5.191	mjswcy3pnyyt.darkc2.io
1763299594.239766000	10.10.2.116	mjswcy3pnyyt.c2bad.net
1763299594.239826000	10.10.8.84	mjswcy3pnyzt.evilserver.org
1763299594.239916000	10.10.2.216	mjswcy3pny4t.c2bad.net
1763299594.239946000	10.10.1.17	mjswcy3pnyyt.darkc2.io
1763299594.239976000	10.10.5.109	mjswcy3pnyzd.c2bad.net
1763299594.240036000	10.10.8.74	mjswcy3pny4d.c2bad.net
1763299594.240126000	10.10.9.119	mjswcy3pny2d.darkc2.io
1763299594.240156000	10.10.1.115	mjswcy3pny3t.evilserver.org
1763299594.240186000	10.10.6.80	mjswcy3pny3d.c2bad.net
1763299594.240276000	10.0.0.190	normal420.example.com
1763299594.240336000	10.10.0.140	mjswcy3pnyyt.darkc2.io
1763299594.240366000	10.10.0.6	mjswcy3pny2d.darkc2.io
1763299594.240576000	10.0.12.108	normal232.example.com
1763299594.240696000	10.0.5.203	normal385.example.com
1763299594.240756000	10.10.2.58	mjswcy3pny2t.evilserver.org
1763299594.240816000	10.10.0.146	mjswcy3pny2d.c2bad.net
1763299594.240876000	10.10.8.96	mjswcy3pnyyt.darkc2.io
1763299594.240966000	10.10.2.138	mjswcy3pny2t.darkc2.io
1763299594.241056000	10.0.0.40	normal360.example.com
